gene,8C_C1,8C_C2,2PN_1,2PN_2,2PN_3,2PN_4,2PN_5,2PN_6,2PN_7,2PN_8,2PN_9,2PN_10,3PN_1,3PN_2,3PN_3,3PN_4
DAPK3,-0.293041247,-0.401844662,1.056641147,1.665336198,-0.86191523,0.079815215,-0.660297396,0.318026585,-0.487616753,-0.650604928,0.050553749,-0.517128131,-0.227983507,-0.452594417,0.696525355,0.026524276
SLC43A3,-0.095919649,-0.599196852,0.974418607,1.578387842,0.629556684,0.579388209,0.905563403,0.721061698,-0.536558703,0.979600951,0.351086328,0.556239765,0.612268541,0.134236412,0.604822097,0.907890272
UBALD1,-0.339841347,-0.362680319,0.991767011,1.477636312,0.155869012,0.223870368,-0.608097283,0.787785188,-0.043214819,-0.793018588,-0.86809109,-0.151910382,-0.549461458,-0.394413562,0.403470905,0.389395757
CRMP1,-0.419219699,-0.287901343,1.017820202,1.799975396,0.151323261,-0.272881288,-0.00813567,0.85351448,0.253585861,-0.67280296,0.535629018,0.36103846,-0.833895329,-1,0.800154261,1.066768568
HNF1A,-0.291413318,-0.419541029,1.202841276,1.764694808,-0.0304684,-0.118005135,-0.405538388,0.887288811,0.234332998,-0.122564609,0.178049271,0.523723061,-0.319199614,-0.155643561,0.704602257,0.80053817
HSPB6,-0.227681448,-0.485381597,0.408052975,1.084984644,-0.221228875,-0.390946288,-1,0.341425225,0.011952556,-0.786243433,-0.264761139,-0.31430026,-1,-0.604446819,-0.213462584,0.51940504
RABL2B,-0.535422231,-0.183290511,0.478648008,1.04789529,0.283703217,0.147748958,-0.305861633,0.432416696,0.014043645,0.536941059,0.200641779,0.478380618,0.197768348,0.168804092,0.343207452,0.461080088
OVCH2,-0.548652224,-0.173956571,0.5750528,-0.158899055,-1,-1,-1,0.122529113,-0.048065761,-1,0.661255504,-0.728987526,-0.899290114,-0.546695729,-0.282086543,0.423285041
ITGA11,-0.34744541,-0.378601121,0.412063537,0.658904837,-0.717397099,-0.34666812,-1,0.068065579,-0.195231127,-0.617535378,-0.432073964,-0.574184329,-0.768926986,-0.975122888,0.065780571,0.220987559
CPA2,-0.402673573,-0.325179628,0.358916804,0.762846324,0.096349933,-1,-1,0.065244622,0.38005179,-1,-0.152316252,-0.571468364,-1,-0.867332054,-0.306620098,-0.360147304
PRRG2,-0.26535168,-0.462621969,0.450295923,0.264669335,0.189108629,0.293345536,0.084370699,0.614611563,0.135684634,-0.058562066,-0.051993495,0.748259137,-0.129942264,0.552272305,0.093991848,0.12765283
RAB36,-0.445926556,-0.284859002,1.100217481,1.8106717,-0.04940978,-0.594502355,-0.641805226,0.556497166,-0.18422381,-0.468215907,0.338279552,0.609205077,-0.453183645,-0.749608911,0.368078708,0.308245672
ANKUB1,-0.387792973,-0.347821372,0.546002174,0.706288139,0.527409089,0.386236526,0.437388394,0.546769868,0.343618304,0.451889856,0.341156646,0.661804548,0.355284245,0.406073105,0.486533054,0.556562035
MAP3K20,-0.465071069,-0.271802998,0.252615924,0.424339083,-0.214638128,-0.088413105,-0.45393273,0.272863434,0.232754515,-0.263808661,-0.261393908,0.253203964,0.051879983,-0.64724382,0.536851366,0.443998083
AC068234.1,-0.281849293,-0.457304508,-1,-1,-0.502176267,0.472010929,-0.129322552,0.106851868,-0.105206365,0.537308846,0.061648471,-0.638308797,0.251286263,-0.716684272,-0.264832655,-0.1465608
TTC29,-0.166017882,-0.574419483,0.4223439,0.971976789,-0.319888401,-0.115746228,-1,-0.199202117,-0.280082811,-1,-0.391480492,-1,-1,-0.595501195,-0.379127623,0.002176087
DNAI1,-0.199966855,-0.541680247,-0.376851126,-1,-0.347561123,0.128000336,-0.561079213,0.546049608,-0.409582305,-0.132517545,-0.133852248,0.195646471,-0.281996998,-0.224527762,0.312342196,0.240797524
OR51E1,-0.36482268,-0.378467805,0.863429993,0.761752808,-1,-1,-0.184656462,0.31075532,-0.062214092,-0.081743029,0.366031075,-0.455249037,-0.755796381,-0.767154497,0.220915491,1.082578942
TMEM150A,-0.555743108,-0.188386325,1.416691255,1.875004628,0.583673404,0.070248495,0.279293847,0.958855035,0.415778051,0.237890934,0.182028409,0.571220354,-0.134212002,0.212622214,0.448364004,0.955751086
TRPM5,-0.464047341,-0.280660259,1.246116312,1.487468003,-0.735600174,-1,-0.81493864,0.380902486,-0.420756407,-0.737524277,-0.021166523,-0.376973808,-1,-0.508372067,0.374950603,0.11984423
ZNF362,-0.439874726,-0.305203299,0.822704684,1.29300001,-1,-0.833145202,-0.71375044,0.399023862,-0.012009532,-1,-0.165100742,-1,-1,-1,0.519363562,0.320179445
AL512785.2,-0.042954854,-0.704437788,0.418815122,1.660061651,0.04960332,-1,-1,0.290161914,0.080406697,0.203555113,-0.155774092,0.173507576,-0.370684234,0.226971602,0.781858244,0.597999083
CYFIP2,-0.412482996,-0.336093281,-0.158972134,0.497456429,-0.00621709,-0.155546621,-0.74422897,0.126629083,-0.597941622,-0.667821387,-0.540349576,-0.043548938,-0.749823588,-0.864509943,-0.107538407,-0.371050834
NDOR1,-0.275779527,-0.473928103,0.432087949,0.767255631,-0.025420106,0.013504976,-0.136133779,0.580329778,0.399353679,-0.312861634,-0.40660061,0.280641416,-0.033089285,0.237124572,-0.026935031,-0.416179825
TAF1L,-0.472254775,-0.277620231,-0.398315293,-0.752701322,-0.105753297,0.283102131,-0.181268494,-0.338013442,-0.240246589,0.194191484,-0.082045462,-0.311365842,-0.706682535,-0.528993021,-0.891489808,-0.426079694
ATP2B4,-0.324126856,-0.426754836,0.68638986,0.684783984,-0.039481949,-0.505861399,-0.394520596,0.604011381,0.084203549,-0.232892723,0.316624304,0.461332003,-0.302596289,-0.299315391,0.508092561,0.802468049
ATF6B,-0.079186631,-0.672929942,0.440096065,1.214044435,0.688158544,-0.031545211,0.250947667,0.614593631,0.519087882,0.320936233,0.65729876,0.480872512,0.119550159,0.245339162,0.289471445,0.445098945
ANKRD22,-0.412708944,-0.341810913,0.893942043,1.35117746,-0.19925839,-0.946052262,-0.747056577,-1,-0.83504333,-1,0.216752134,-0.09162448,-1,-0.641533468,-0.322949319,1.131488421
GAS8,-0.128489995,-0.626129008,-0.165335448,-0.821130834,-0.289016265,0.225554796,-0.340893654,0.066043262,-0.203448631,0.007595407,-0.168266932,-0.121800483,-0.262295097,-0.063296145,-0.101669537,-0.208205105
BST2,0.085314487,-0.840308371,-0.24664786,1.32889963,0.172470988,-1,-1,0.558583063,-0.145868379,-0.399335574,-0.562831846,0.077717018,-0.158502441,-0.067334092,0.270150842,0.677254904
TGM4,-0.385454367,-0.374559441,0.438270454,0.488428589,-1,-0.750404695,-0.532584299,-0.047566373,-0.003046903,-1,-0.070953245,-1,-0.744409346,-0.506061772,-1,-0.048615362
RNF183,-0.539073756,-0.22111122,-1,-1,-1,-0.377958071,-0.729081797,-0.095598309,-0.296703376,-0.720778253,-0.769780319,-0.189719349,-0.553711894,-0.687359812,-0.43634025,-0.458265661
FSTL4,-0.311003874,-0.449545017,0.716104973,0.774943241,-0.412261991,-0.313538288,-0.788522768,0.412526905,-0.124397249,-0.528666182,0.292496861,-0.126511934,-0.761664196,0.057077392,0.651018232,0.681523256
AC009879.3,-0.517685502,-0.244261168,-0.533537663,-1,-1,-1,-0.111403267,-0.395633742,-0.949589693,0.485803168,-0.59693716,0.112211076,-0.253321051,-1,-0.09373194,0.154455015
SLC43A2,-0.368665833,-0.394750888,-0.046054263,0.586505726,0.05195089,0.296276345,0.476793239,0.272021558,-0.128468219,0.333843299,-0.012694635,0.373654453,0.092033228,0.219663363,0.329971136,-0.891325503
ZBTB16,-0.302272899,-0.461200632,0.687689629,0.797047567,-0.432897374,-0.947526223,-0.30781304,0.876314968,0.254022352,0.013931027,0.359643136,-0.059331788,-0.228932073,-0.833541793,1.015495975,1.138267006
MYRFL,-0.601781264,-0.161901754,-1,-1,-1,0.230300214,-0.888642201,-0.269492192,-0.115567568,-1,-1,-1,0.05868106,-0.928893975,-0.132565218,0.242272768
ALOXE3,-0.644181391,-0.12205184,0.786251838,1.316482804,-0.36087255,-1,-0.489536897,0.807685179,0.19665279,-0.269742828,0.237286302,0.288982122,-1,-0.820703144,0.511067056,0.550059496
VWA3A,-0.47946184,-0.288641127,-0.223800796,0.538048267,-1,-0.176216397,-1,-0.215780743,-1,-0.254098259,-0.787133136,-0.39854051,-1,-0.263506051,-0.484551523,-0.301796594
GHRL,-0.538742848,-0.230766946,-1,-1,-0.212781395,-0.55529068,0.047449718,0.082321756,-0.313503693,-0.587282984,-0.250964143,-0.113851995,-0.588717761,-0.203890111,0.04973073,-1
ZBBX,-0.444998348,-0.324526138,-0.705482521,-1,-1,0.212146038,-1,-0.24956011,-0.213832713,-1,-1,-0.793827541,-0.410892563,-1,-0.115606785,0.110391371
GMPR,-0.353505699,-0.417689205,0.412052774,0.890625486,0.14102562,-0.414565103,0.338730132,0.323645778,0.162857024,-0.130457812,0.193297725,-1,-0.065703088,-0.189079207,-0.471227232,0.633612153
FBXL14,-0.431033418,-0.341027729,0.140873049,0.379079517,-0.431440307,0.055404709,-1,-0.654682937,0.050888005,-0.654283479,-0.366481048,-0.521598597,-0.743089077,-1,-1,0.190419669
ADAP1,-0.18798402,-0.585930088,0.853743768,1.175606895,-0.106689739,-0.817636713,-0.849008368,0.168739902,-0.081372709,-0.530359395,-0.144652294,-0.212961698,-1,-0.948259282,0.36740233,0.485460346
DIO3,-0.28092008,-0.493306679,-0.597254542,-1,-0.787284556,-1,-1,0.177772196,-0.145884543,-0.384125878,-1,0.451285404,-1,-1,0.569286222,-1
ANAPC2,-0.438673772,-0.335752264,-0.280962458,-0.81693391,0.054770429,0.000149024,-0.331247697,0.271519134,-0.06789148,-0.551644039,-0.461955382,-0.156820126,-0.657838962,-0.739552681,-0.019255641,-0.197854575
LRRC37A3,-0.44938658,-0.325619879,0.236117879,0.100696833,-0.045886157,-0.153893397,-0.177337538,-0.094358767,0.216437746,-0.004565197,-0.21558357,-0.035658046,-0.422196723,-0.047475527,0.043138981,0.085711822
RCAN2,-0.518850153,-0.257615134,0.692634213,0.917581176,-0.413076529,-1,-0.0921275,0.414031077,-0.064261239,-0.798418899,0.238258931,-0.154049099,-0.940484179,-0.174253181,0.463042372,0.853733854
RRAGD,-0.502601456,-0.275267133,-1,-1,-1,-1,-0.366002432,-0.532645739,-0.532812483,-0.19523065,-1,-1,-0.566693981,-1,-0.592049378,-1
CALCOCO1,-0.090785497,-0.689347677,0.165623834,1.025527463,-0.578026915,0.035736718,-0.145639538,0.506096387,-0.27678034,0.03073343,-0.018008072,0.235663007,-0.347512011,0.487607076,0.318657161,-0.588121814
FCHSD2,-0.331723603,-0.449784737,0.141704318,0.445838877,-0.017215788,-0.211982102,-0.299868076,-0.25906994,-0.490956165,-0.454916275,0.020215264,-1,-0.353574511,-0.864421193,-0.297861418,0.17580453
AL031315.1,-0.241547386,-0.542310022,0.017349132,0.418925265,-0.383181912,-0.301509635,-0.002124196,-0.057665183,-0.166594748,-0.267383279,-0.656726738,0.233143644,-0.446609898,-0.280889397,-0.152200691,-1
P4HA3,-0.316370479,-0.469631997,0.6336171,0.858776715,0.208138373,0.217333626,-0.150757719,0.254105582,0.114873416,0.199673191,0.276168039,0.26097483,0.223072862,0.38524439,0.351142635,0.641743527
IL16,-0.398132444,-0.388457562,0.232789581,0.564996334,-0.420106015,-0.661613637,-0.548584792,0.115744274,0.02800504,-0.197349399,-0.500273338,-0.338014861,-0.980850463,-0.130233137,0.32644053,0.522852122
DEAF1,-0.272917841,-0.515476663,0.64621997,1.406714715,0.290036839,-0.0311391,0.188118733,0.939483459,0.154342402,0.345907105,0.155683941,0.347843838,0.061892206,-0.049931999,0.74731717,0.445105802
SAXO1,-0.30983831,-0.480443427,0.995150313,1.353687392,0.012381018,-0.217365585,-0.464205021,0.91299592,-0.094398975,-0.225507487,0.333657015,0.209900347,-0.438703586,-0.701672716,0.973873184,0.91218628
ZNF337,-0.318770615,-0.472577502,0.76554853,1.340989516,0.234102025,0.748735358,0.048795543,0.550112485,-0.046532239,0.610041705,0.581432382,0.44663641,0.708285321,0.720908373,1.045760965,0.815507552
PRPH2,-0.767868691,-0.025763893,0.436564621,0.19370355,-0.170400493,0.135998785,0.539943695,0.194813943,0.356644525,0.529914559,0.194554856,0.76414526,0.265772928,0.323567236,0.321994851,-0.77731055
HAUS5,-0.499444099,-0.295036072,0.603340357,0.926298655,0.337429509,0.300971362,0.42216305,0.340443917,-0.029624342,0.340285043,0.201341673,0.254065421,-0.014302749,0.048990734,0.422871236,0.300121153
TRIM42,-0.004422584,-0.791470504,0.933596759,1.389101733,-0.68680308,-1,-1,0.131551302,-0.247949631,-1,0.046843865,-0.82974612,-1,-1,0.156375884,0.175921562
PDE1A,-0.427867327,-0.371545062,0.051586986,-0.13448965,-0.061998034,-1,-0.824067287,0.740464776,0.278859419,-0.81809173,0.110385308,-0.23157836,-0.844302495,-0.767183003,-0.054816754,0.750747153
TCF7L1,-0.201481044,-0.600471471,0.733986065,0.650300042,-0.070832885,-0.09497488,-0.766343604,0.958128798,-0.221933952,-0.283493,-0.274548294,-0.163999256,-0.791771489,-0.048108453,0.526995006,0.912536315
